Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,CrdY_per90,CrdR_per90,npxG_per90,xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,Cmp_per90,1/3_per90,PPA_per90,CrsPA_per90,Sw_per90,Crs_per90,Tkl_per90,Int_per90,Clr_per90,Blocks_stats_defense_per90,Err_per90,Fld_per90,Touches_per90,Succ_per90,Carries_per90,Mis_per90,Dis_per90,Fls_per90,PKwon_per90,PKcon_per90,Recov_per90,GA_per90,SoTA_per90,Saves_per90,PKm_per90,PKsv_per90,Thr_per90,Stp_per90,Won_per90,#OPA_per90,PSxG_per90,G-xG_per90,team_code,passing__avg_poss,Tkl_per90_Padj,Int_per90_Padj,Clr_per90_Padj,Blocks_stats_defense_per90_Padj,Born_year,Player_clean
490,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,23.0,2002.0,13,2,342,3.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,10,12,35,0.0,0.11,490,es ESP,"MF,FW",es La Liga,23-170,2002.0,3.8,0,5,1,20.0,1.32,0.26,0.0,0.0,20.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,490,es ESP,"MF,FW",es La Liga,23-170,2002.0,3.8,92,154,59.7,1292,307,0,0.1,0.5,-0.1,3,8,4,3,12,490,es ESP,"MF,FW",es La Liga,23-170,2002.0,3.8,154,152,1,0,0,0,23,1,0,0,0,0,92,1,4,490,es ESP,"MF,FW",es La Liga,23-170,2002.0,3.8,11,2.89,7,0,3,1,0,0,1,0.26,490,es ESP,"MF,FW",es La Liga,23-170,2002.0,3.8,10,6,2,6,2,11,45.5,6,5,0,5,1,11,2,0,490,es ESP,"MF,FW",es La Liga,23-170,2002.0,3.8,223,2,24,83,119,14,223,20,10,50.0,10,50.0,115,610,263,10,11,4,30,7,155,35,628,es ESP,"MF,FW",es La Liga,23-170,2002.0,13,342,26,20.0,3.8,2,56.0,0,11,21.0,5,0.92,2,3,-1,-0.26,0.33,2.8,3.3,-0.5,-0.14,490,es ESP,"MF,FW",es La Liga,23-170,2002.0,3.8,1,0,0,7,5,2,23,1,6,0,0,0,13,17,7,70.8,,,,,,,,,,,,,,,69.16,,,,,24.94,,,,,,,,,,,,,,,,,,,,,,,,,,36.25,,,,5.5,,,,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.08,0.03,2.63,3.16,9.21,1.32,0.26,24.21,2.11,1.05,0.79,0.0,6.05,2.63,0.26,0.53,1.32,0.0,0.0,58.68,2.63,30.26,7.89,1.84,1.84,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,-0.08,Getafe,39.5,2.17,0.21,0.44,1.09,2002,coba da costa
521,Patrick Cutrone,it ITA,FW,Parma,it Serie A,28.0,1998.0,14,10,830,9.2,1,0,1,1,0,0,0,0,2.5,2.5,0.6,3.1,9,7,50,0.11,0.33,521,it ITA,FW,it Serie A,28-009,1998.0,9.2,1,24,7,29.2,2.6,0.76,0.04,0.14,15.6,0,0,0,2.5,2.5,0.1,-1.5,-1.5,521,it ITA,FW,it Serie A,28-009,1998.0,9.2,111,180,61.7,1402,301,0,0.6,0.3,-0.6,3,6,0,0,7,521,it ITA,FW,it Serie A,28-009,1998.0,9.2,180,178,2,0,0,0,12,1,0,0,0,0,111,0,13,521,it ITA,FW,it Serie A,28-009,1998.0,9.2,15,1.63,7,0,1,5,2,0,0,0.0,521,it ITA,FW,it Serie A,28-009,1998.0,9.2,6,1,0,6,0,9,55.6,4,2,1,1,3,9,7,0,521,it ITA,FW,it Serie A,28-009,1998.0,9.2,292,6,27,107,160,37,292,15,4,26.7,8,53.3,161,747,273,9,8,3,30,4,195,50,665,it ITA,FW,it Serie A,28-009,1998.0,14,830,59,48.5,9.2,10,78.0,1,4,14.0,4,0.79,6,11,-5,-0.54,-0.24,9.3,8.5,0.8,0.08,521,it ITA,FW,it Serie A,28-009,1998.0,9.2,0,0,0,5,15,8,12,3,1,0,0,0,21,9,18,33.3,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.27,0.07,0.98,0.76,5.42,2.6,0.76,12.04,0.65,0.0,0.0,0.0,1.3,0.65,0.33,0.76,0.22,0.0,0.22,31.66,0.43,17.46,3.25,0.43,0.54,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,-0.16,Parma,44.3,0.58,0.3,0.68,0.2,1998,patrick cutrone
555,Thibault De Smet,be BEL,DF,Paris FC,fr Ligue 1,27.0,1998.0,14,11,944,10.5,0,1,1,0,0,0,4,1,0.2,0.2,0.3,0.5,16,37,32,0.1,0.05,555,be BEL,DF,fr Ligue 1,27-221,1998.0,10.5,0,4,0,0.0,0.38,0.0,0.0,,22.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,555,be BEL,DF,fr Ligue 1,27-221,1998.0,10.5,496,589,84.2,8455,2527,1,0.3,0.4,0.7,4,31,7,2,37,555,be BEL,DF,fr Ligue 1,27-221,1998.0,10.5,589,491,97,15,0,1,23,82,0,0,0,0,496,1,9,555,be BEL,DF,fr Ligue 1,27-221,1998.0,10.5,11,1.05,9,0,0,1,1,0,1,0.1,555,be BEL,DF,fr Ligue 1,27-221,1998.0,10.5,19,10,11,4,4,20,55.0,9,7,2,5,5,24,35,1,555,be BEL,DF,fr Ligue 1,27-221,1998.0,10.5,683,37,258,303,127,10,683,4,2,50.0,2,50.0,324,1634,866,16,12,2,6,3,418,32,704,be BEL,DF,fr Ligue 1,27-221,1998.0,14,944,67,61.7,10.5,11,81.0,5,3,18.0,1,0.93,17,20,-3,-0.29,0.64,15.5,19.0,-3.4,-0.33,555,be BEL,DF,fr Ligue 1,27-221,1998.0,10.5,4,1,1,10,13,1,23,5,10,0,0,0,41,8,6,57.1,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.0,0.1,0.1,0.0,0.0,0.38,0.1,0.02,0.03,1.53,3.53,3.05,0.38,0.0,47.29,2.96,0.67,0.19,0.1,2.19,1.81,0.48,3.34,0.67,0.1,0.1,65.12,0.19,30.89,0.57,0.29,0.95,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,-0.02,Paris FC,51.0,1.85,0.49,3.41,0.68,1998,thibault de smet
600,Nouha Dicko,ml MLI,FW,Paris FC,fr Ligue 1,33.0,1992.0,8,0,72,0.8,1,1,2,1,0,0,0,0,0.4,0.4,0.2,0.6,1,1,10,2.5,0.72,600,ml MLI,FW,fr Ligue 1,33-243,1992.0,0.8,1,4,2,50.0,5.0,2.5,0.25,0.5,14.6,0,0,0,0.4,0.4,0.1,0.6,0.6,600,ml MLI,FW,fr Ligue 1,33-243,1992.0,0.8,10,15,66.7,142,31,1,0.2,0.0,0.8,1,0,0,0,1,600,ml MLI,FW,fr Ligue 1,33-243,1992.0,0.8,15,14,1,0,1,0,2,0,0,0,0,0,10,0,1,600,ml MLI,FW,fr Ligue 1,33-243,1992.0,0.8,3,3.8,1,0,0,1,1,0,1,1.27,600,ml MLI,FW,fr Ligue 1,33-243,1992.0,0.8,1,0,0,1,0,0,51.38,0,0,0,0,0,1,0,0,600,ml MLI,FW,fr Ligue 1,33-243,1992.0,0.8,24,1,2,7,15,4,24,0,0,45.8,0,,12,58,42,1,3,0,1,1,19,10,760,ml MLI,FW,fr Ligue 1,33-243,1992.0,8,72,9,4.7,0.8,0,,0,8,9.0,7,1.0,3,2,1,1.25,1.87,3.0,3.4,-0.4,-0.46,600,ml MLI,FW,fr Ligue 1,33-243,1992.0,0.8,0,0,0,4,3,2,2,0,0,0,0,0,1,3,4,42.9,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,1.25,1.25,2.5,1.25,0.0,0.0,0.0,0.5,0.25,1.25,1.25,12.5,5.0,2.5,12.5,0.0,0.0,0.0,0.0,2.5,1.25,0.0,0.0,0.0,0.0,1.25,30.0,0.0,15.0,1.25,1.25,5.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.75,Paris FC,51.0,1.28,0.0,0.0,0.0,1992,nouha dicko
608,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,24.0,2001.0,8,3,248,2.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,7,11,0.0,0.15,608,de GER,"MF,FW",de Bundesliga,24-030,2001.0,2.8,0,4,0,0.0,1.45,0.0,0.0,,20.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,608,de GER,"MF,FW",de Bundesliga,24-030,2001.0,2.8,63,96,65.6,946,317,0,0.1,0.3,-0.1,1,5,3,1,7,608,de GER,"MF,FW",de Bundesliga,24-030,2001.0,2.8,96,93,2,1,0,1,10,1,0,0,0,0,63,1,6,608,de GER,"MF,FW",de Bundesliga,24-030,2001.0,2.8,6,2.18,5,0,0,0,0,1,0,0.0,608,de GER,"MF,FW",de Bundesliga,24-030,2001.0,2.8,8,4,3,4,1,4,100.0,0,4,0,4,4,12,3,2,608,de GER,"MF,FW",de Bundesliga,24-030,2001.0,2.8,138,5,40,59,41,3,138,5,2,40.0,3,60.0,63,377,174,4,2,1,7,5,76,11,769,de GER,"MF,FW",de Bundesliga,24-030,2001.0,8,248,31,17.2,2.8,3,62.0,0,5,12.0,0,1.13,5,7,-2,-0.73,-0.88,5.4,5.5,-0.1,-0.03,608,de GER,"MF,FW",de Bundesliga,24-030,2001.0,2.8,1,0,0,2,1,0,10,4,4,0,0,0,18,0,4,0.0,,,,,,,,,,,,,,,67.71,,,,,26.37,,,,,,,,,,,,,,,,,,,,,,,,,,33.53,,,,6.63,,,,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.11,0.04,1.45,2.54,3.99,1.45,0.0,22.86,1.81,1.09,0.36,0.36,3.63,2.9,1.45,1.09,1.45,0.73,0.0,50.08,0.73,22.86,2.54,1.81,0.73,0.0,0.0,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,Freiburg,48.0,2.79,1.39,1.05,1.39,2001,eren dinkci
631,Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,20.0,2006.0,7,2,214,2.4,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,1,4,17,0.42,0.21,631,es ESP,"FW,MF",es La Liga,20-011,2006.0,2.4,0,3,0,0.0,1.26,0.0,0.0,,12.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,631,es ESP,"FW,MF",es La Liga,20-011,2006.0,2.4,20,41,48.8,260,83,1,0.4,0.2,0.6,2,0,3,1,4,631,es ESP,"FW,MF",es La Liga,20-011,2006.0,2.4,41,39,0,0,0,0,7,0,0,0,0,0,20,2,5,631,es ESP,"FW,MF",es La Liga,20-011,2006.0,2.4,4,1.68,2,0,0,0,2,0,1,0.42,631,es ESP,"FW,MF",es La Liga,20-011,2006.0,2.4,3,2,1,2,0,1,100.0,0,3,0,3,0,3,6,0,631,es ESP,"FW,MF",es La Liga,20-011,2006.0,2.4,74,4,21,20,34,7,74,4,1,25.0,3,75.0,44,231,57,1,3,0,7,2,46,17,793,es ESP,"FW,MF",es La Liga,20-011,2006.0,7,214,31,12.5,2.4,2,61.0,0,5,18.0,10,0.86,3,2,1,0.42,0.9,2.7,4.1,-1.4,-0.58,631,es ESP,"FW,MF",es La Liga,20-011,2006.0,2.4,0,0,0,3,3,0,7,0,2,0,0,0,9,2,3,40.0,,,,,,,,,,,,,,,69.16,,,,,24.94,,,,,,,,,,,,,,,,,,,,,,,,,,36.25,,,,5.5,,,,0.0,0.42,0.42,0.0,0.0,0.0,0.0,0.04,0.17,0.42,1.68,7.15,1.26,0.0,8.41,0.0,1.26,0.42,0.0,2.94,1.26,0.0,2.52,1.26,0.0,0.84,31.12,0.42,18.5,2.94,0.84,1.26,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,-0.04,RCD Mallorca,,0.0,0.0,0.0,0.0,2006,marc domenech
661,Edin Džeko,ba BIH,FW,Fiorentina,it Serie A,39.0,1986.0,11,2,244,2.7,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,3,8,15,0.0,0.25,661,ba BIH,FW,it Serie A,39-301,1986.0,2.7,0,4,1,25.0,1.48,0.37,0.0,0.0,11.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,661,ba BIH,FW,it Serie A,39-301,1986.0,2.7,61,82,74.4,894,139,0,0.4,0.1,-0.4,2,5,2,1,8,661,ba BIH,FW,it Serie A,39-301,1986.0,2.7,82,78,4,0,0,0,1,0,0,0,0,0,61,0,2,661,ba BIH,FW,it Serie A,39-301,1986.0,2.7,4,1.47,1,0,0,2,1,0,0,0.0,661,ba BIH,FW,it Serie A,39-301,1986.0,2.7,1,1,0,1,0,1,100.0,0,1,1,0,1,2,6,0,661,ba BIH,FW,it Serie A,39-301,1986.0,2.7,113,7,13,57,43,10,113,6,2,33.3,4,66.7,56,211,69,3,2,1,5,3,86,15,836,ba BIH,FW,it Serie A,39-301,1986.0,11,244,22,13.6,2.7,2,52.0,0,9,16.0,6,0.36,3,6,-3,-1.11,-0.7,4.6,4.7,-0.1,-0.03,661,ba BIH,FW,it Serie A,39-301,1986.0,2.7,1,0,0,2,5,0,1,1,1,0,0,0,1,18,9,66.7,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.11,0.15,1.11,2.95,5.53,1.48,0.37,22.5,1.84,0.74,0.37,0.0,0.37,0.37,0.37,2.21,0.37,0.0,0.37,41.68,0.74,20.66,1.84,1.11,0.74,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64,0.0,0.0,-0.11,Fiorentina,51.8,0.38,0.38,2.29,0.38,1986,edin dzeko
668,Claudio Echeverri,ar ARG,"MF,DF",Leverkusen,de Bundesliga,20.0,2006.0,6,1,134,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,11,4,0.0,0.11,668,ar ARG,"MF,DF",de Bundesliga,20-010,2006.0,1.5,0,1,0,0.0,0.67,0.0,0.0,,11.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1,668,ar ARG,"MF,DF",de Bundesliga,20-010,2006.0,1.5,73,82,89.0,1101,293,0,0.1,0.4,-0.1,1,5,5,0,11,668,ar ARG,"MF,DF",de Bundesliga,20-010,2006.0,1.5,82,69,13,4,0,0,6,3,3,2,0,0,73,0,0,668,ar ARG,"MF,DF",de Bundesliga,20-010,2006.0,1.5,3,2.01,2,1,0,0,0,0,0,0.0,668,ar ARG,"MF,DF",de Bundesliga,20-010,2006.0,1.5,1,1,1,0,0,1,0.0,1,4,1,3,1,2,0,0,668,ar ARG,"MF,DF",de Bundesliga,20-010,2006.0,1.5,97,1,19,43,38,3,97,5,1,20.0,4,80.0,59,365,202,4,4,1,2,4,70,4,844,ar ARG,"MF,DF",de Bundesliga,20-010,2006.0,6,134,22,9.3,1.5,1,55.0,0,5,16.0,7,0.33,2,6,-4,-2.69,-3.65,1.4,3.9,-2.6,-1.74,668,ar ARG,"MF,DF",de Bundesliga,20-010,2006.0,1.5,0,0,0,0,2,0,6,1,1,0,0,0,8,0,0,47.12,,,,,,,,,,,,,,,67.71,,,,,26.37,,,,,,,,,,,,,,,,,,,,,,,,,,33.53,,,,6.63,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,2.69,7.39,2.69,0.67,0.0,49.03,3.36,3.36,0.0,0.0,4.03,0.67,0.67,0.0,2.69,0.0,0.0,65.15,0.67,39.63,1.34,2.69,0.0,0.0,0.0,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,Leverkusen,59.7,0.83,0.83,0.0,3.34,2006,claudio echeverri
670,Noah Edjouma,fr FRA,"MF,FW",Toulouse,fr Ligue 1,20.0,2005.0,10,2,230,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,14,4,25,0.0,0.29,670,fr FRA,"MF,FW",fr Ligue 1,20-100,2005.0,2.6,0,6,3,50.0,2.35,1.17,0.0,0.0,16.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,670,fr FRA,"MF,FW",fr Ligue 1,20-100,2005.0,2.6,45,67,67.2,723,167,0,0.4,0.6,-0.4,5,1,4,2,4,670,fr FRA,"MF,FW",fr Ligue 1,20-100,2005.0,2.6,67,65,2,0,1,0,11,1,1,0,0,0,45,0,2,670,fr FRA,"MF,FW",fr Ligue 1,20-100,2005.0,2.6,12,4.7,8,0,0,2,0,2,1,0.39,670,fr FRA,"MF,FW",fr Ligue 1,20-100,2005.0,2.6,4,3,2,2,0,5,20.0,4,1,0,1,3,7,5,0,670,fr FRA,"MF,FW",fr Ligue 1,20-100,2005.0,2.6,116,5,16,43,60,15,116,20,7,35.0,12,60.0,74,609,329,14,6,3,10,7,74,25,847,fr FRA,"MF,FW",fr Ligue 1,20-100,2005.0,10,230,23,15.0,2.6,2,61.0,0,8,14.0,7,1.3,4,2,2,0.78,0.78,4.7,3.2,1.5,0.6,670,fr FRA,"MF,FW",fr Ligue 1,20-100,2005.0,2.6,0,0,0,3,4,0,11,3,3,0,0,0,17,1,2,33.3,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.16,5.48,1.57,9.78,2.35,1.17,17.61,0.39,1.57,0.78,0.0,4.3,1.57,1.17,1.96,0.39,0.0,0.0,45.39,2.74,28.96,3.91,2.74,1.17,0.0,0.0,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,-0.12,Toulouse,41.9,1.35,1.01,1.69,0.34,2005,noah edjouma
708,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,27.0,1998.0,11,2,371,4.1,1,0,1,1,0,0,2,0,1.6,1.6,0.1,1.8,7,7,22,0.24,0.43,708,cd COD,FW,de Bundesliga,27-354,1998.0,4.1,1,14,3,21.4,3.4,0.73,0.07,0.33,15.1,0,0,0,1.6,1.6,0.12,-0.6,-0.6,708,cd COD,FW,de Bundesliga,27-354,1998.0,4.1,55,79,69.6,731,194,0,0.1,0.1,-0.1,3,7,0,0,7,708,cd COD,FW,de Bundesliga,27-354,1998.0,4.1,79,71,8,1,0,0,1,1,0,0,0,0,55,0,1,708,cd COD,FW,de Bundesliga,27-354,1998.0,4.1,5,1.22,4,0,0,1,0,0,1,0.24,708,cd COD,FW,de Bundesliga,27-354,1998.0,4.1,4,2,0,4,0,3,66.7,1,2,0,2,0,4,1,0,708,cd COD,FW,de Bundesliga,27-354,1998.0,4.1,130,4,10,66,57,23,130,5,3,60.0,2,40.0,73,384,197,7,3,2,19,10,94,22,891,cd COD,FW,de Bundesliga,27-354,1998.0,11,371,34,25.8,4.1,2,90.0,2,9,21.0,1,0.91,3,9,-6,-1.46,-0.7,4.9,7.0,-2.2,-0.53,708,cd COD,FW,de Bundesliga,27-354,1998.0,4.1,2,0,0,17,10,5,1,0,2,0,0,0,14,14,29,32.6,,,,,,,,,,,,,,,67.71,,,,,26.37,,,,,,,,,,,,,,,,,,,,,,,,,,33.53,,,,6.63,,,,0.24,0.0,0.24,0.24,0.0,0.49,0.0,0.39,0.02,1.7,1.7,5.34,3.4,0.73,13.34,1.7,0.0,0.0,0.0,0.24,0.97,0.0,0.24,0.49,0.0,0.0,31.54,0.73,17.71,4.61,2.43,4.12,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,-0.15,Augsburg,44.6,0.88,0.0,0.22,0.44,1998,samuel essende
721,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,22.0,2003.0,12,8,659,7.3,1,0,1,1,0,0,0,0,1.4,1.4,0.4,1.8,7,19,21,0.14,0.25,721,it ITA,MF,it Serie A,22-363,2003.0,7.3,1,11,2,18.2,1.5,0.27,0.09,0.5,13.7,0,0,0,1.4,1.4,0.13,-0.4,-0.4,721,it ITA,MF,it Serie A,22-363,2003.0,7.3,126,159,79.2,2116,440,0,0.4,0.4,-0.4,4,15,1,0,19,721,it ITA,MF,it Serie A,22-363,2003.0,7.3,159,154,4,3,0,2,3,1,0,0,0,0,126,1,6,721,it ITA,MF,it Serie A,22-363,2003.0,7.3,14,1.91,10,0,1,2,1,0,1,0.14,721,it ITA,MF,it Serie A,22-363,2003.0,7.3,7,4,2,4,1,6,33.3,4,3,0,3,5,12,5,0,721,it ITA,MF,it Serie A,22-363,2003.0,7.3,222,4,24,130,72,24,222,10,1,10.0,5,50.0,132,738,334,7,6,1,12,10,152,21,905,it ITA,MF,it Serie A,22-363,2003.0,12,659,55,38.5,7.3,8,72.0,1,4,21.0,7,1.42,9,7,2,0.27,-0.07,10.3,9.2,1.1,0.16,721,it ITA,MF,it Serie A,22-363,2003.0,7.3,0,0,0,12,17,2,3,5,4,0,0,0,23,12,10,54.5,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.19,0.05,0.96,2.59,2.87,1.5,0.27,17.21,2.05,0.14,0.0,0.27,0.41,0.96,0.68,0.68,0.41,0.0,0.14,30.32,0.14,18.03,1.64,1.37,1.64,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,-0.05,Bologna,55.1,1.07,0.76,0.76,0.46,2003,giovanni fabbian
